rank,name,scores_overall,location,stats_number_students,female,male,female_num,male_num
1071,University of Fukui,9.8–18.9,Japan,4999,29,71,1450,3549
1072,Universitas Gadjah Mada,9.8–18.9,Indonesia,41201,54,46,22249,18952
1073,Gazi University,9.8–18.9,Turkey,79733,49,51,39069,40664
1074,"G.B. Pant University of Agriculture & Technology, Pantnagar",9.8–18.9,India,4389,43,57,1887,2502
1075,University of Gdańsk,9.8–18.9,Poland,29683,61,39,18107,11576
1076,Gdańsk University of Technology,9.8–18.9,Poland,23017,40,60,9207,13810
1077,Gifu University,9.8–18.9,Japan,7161,35,65,2506,4655
1078,GITAM University,9.8–18.9,India,16223,32,68,5191,11032
1079,Government College University Lahore,9.8–18.9,Pakistan,8841,43,57,3802,5039
1080,Grigore T. Popa University of Medicine and Pharmacy,9.8–18.9,Romania,9602,66,34,6337,3265
1081,University of Guadalajara,9.8–18.9,Mexico,120298,52,48,62555,57743
1082,University of Guanajuato,9.8–18.9,Mexico,24798,52,48,12895,11903
1083,Guangxi University,9.8–18.9,China,34199,46,54,15732,18467
1084,Gunma University,9.8–18.9,Japan,6362,37,63,2354,4008
1085,Hallym University,9.8–18.9,South Korea,8372,0,0,0,0
1086,Harbin Engineering University,9.8–18.9,China,24124,26,74,6272,17852
1087,Hashemite University,9.8–18.9,Jordan,16879,58,42,9790,7089
1088,Helwan University,9.8–18.9,Egypt,154964,58,42,89879,65085
1089,Hosei University,9.8–18.9,Japan,30364,36,64,10931,19433
1090,Huaqiao University,9.8–18.9,China,29637,49,51,14522,15115
1091,University of Hyogo,9.8–18.9,Japan,6607,39,61,2577,4030
1092,Ibaraki University,9.8–18.9,Japan,8153,35,65,2854,5299
1093,Imam Abdulrahman Bin Faisal University,9.8–18.9,Saudi Arabia,28627,78,22,22329,6298
1094,Incheon National University,9.8–18.9,South Korea,13807,44,56,6075,7732
1095,I-Shou University,9.8–18.9,Taiwan,16425,47,53,7720,8705
1096,Ivane Javakhishvili Tbilisi State University,9.8–18.9,Georgia,20225,62,38,12540,7686
1097,Ivan Franko National University of Lviv,9.8–18.9,Ukraine,18210,75,25,13658,4552
1098,Iwate University,9.8–18.9,Japan,5626,37,63,2082,3544
1099,Izmir Institute of Technology,9.8–18.9,Turkey,5035,46,54,2316,2719
1100,Kagoshima University,9.8–18.9,Japan,10498,38,62,3989,6509
1101,Kanagawa University,9.8–18.9,Japan,18541,28,72,5191,13350
1102,Kansai University,9.8–18.9,Japan,30401,39,61,11856,18545
1103,Kasetsart University,9.8–18.9,Thailand,68213,62,38,42292,25921
1104,Kaunas University of Technology,9.8–18.9,Lithuania,10146,38,62,3855,6291
1105,Kazan National Research Technological University,9.8–18.9,Russian Federation,15631,47,53,7347,8284
1106,University of Kerala,9.8–18.9,India,8210,56,44,4598,3612
1107,Kharazmi University,9.8–18.9,Iran,13129,57,43,7484,5645
1108,Khon Kaen University,9.8–18.9,Thailand,36280,56,44,20317,15963
1109,King Mongkut’s Institute of Technology Ladkrabang,9.8–18.9,Thailand,22938,53,47,12157,10781
1110,King Mongkut's University of Technology North Bangkok,9.8–18.9,Thailand,25542,40,60,10217,15325
1111,Kitasato University,9.8–18.9,Japan,8539,53,47,4526,4013
1112,KIIT University,9.8–18.9,India,19633,37,63,7264,12369
1113,Kogakuin University,9.8–18.9,Japan,6531,15,85,980,5551
1114,Kookmin University,9.8–18.9,South Korea,17299,45,55,7785,9514
1115,Kwansei Gakuin University,9.8–18.9,Japan,23965,48,52,11503,12462
1116,Kyoto Institute of Technology,9.8–18.9,Japan,4060,27,73,1096,2964
1117,University of Lahore,9.8–18.9,Pakistan,24674,35,65,8636,16038
1118,University of León,9.8–18.9,Spain,12303,56,44,6890,5413
1119,L.N. Gumilyov Eurasian National University,9.8–18.9,Kazakhstan,16155,0,0,0,0
1120,Lobachevsky State University of Nizhni Novgorod,9.8–18.9,Russian Federation,18205,53,47,9649,8556
1121,University of Łódź,9.8–18.9,Poland,33758,65,35,21943,11815
1122,Łodz University of Technology,9.8–18.9,Poland,17115,41,59,7017,10098
1123,London South Bank University,9.8–18.9,United Kingdom,11965,56,44,6700,5265
1124,Londrina State University,9.8–18.9,Brazil,23392,57,43,13333,10059
1125,Lviv Polytechnic National University,9.8–18.9,Ukraine,22520,39,61,8783,13737
1126,Maharaja Sayajirao University of Baroda,9.8–18.9,India,34111,58,42,19784,14327
1127,Mahasarakham University,9.8–18.9,Thailand,43552,63,37,27438,16114
1128,Manipal Academy of Higher Education,9.8–18.9,India,25145,43,57,10812,14333
1129,Marmara University,9.8–18.9,Turkey,72603,52,48,37754,34849
1130,Meiji University,9.8–18.9,Japan,32270,32,68,10326,21944
1131,Meijo University,9.8–18.9,Japan,15422,27,73,4164,11258
1132,Menoufia University,9.8–18.9,Egypt,82327,44,56,36224,46103
1133,Michoacán University of San Nicolás of Hidalgo,9.8–18.9,Mexico,39392,51,49,20090,19302
1134,Ming Chuan University,9.8–18.9,Taiwan,18800,60,40,11280,7520
1135,Minia University,9.8–18.9,Egypt,58870,61,39,35911,22959
1136,University of Miyazaki,9.8–18.9,Japan,5507,35,65,1927,3580
1137,University of Monastir,9.8–18.9,Tunisia,21267,68,32,14462,6805
1138,Moscow Aviation Institute,9.8–18.9,Russian Federation,15263,28,72,4274,10989
1139,Moscow Power Engineering Institute,9.8–18.9,Russian Federation,11252,38,62,4276,6976
1140,MIREA - Russian Technological University,9.8–18.9,Russian Federation,16441,31,69,5097,11344
1141,Muroran Institute of Technology,9.8–18.9,Japan,3320,9,91,299,3021
1142,University of Mysore,9.8–18.9,India,7944,43,57,3416,4528
1143,Nagaoka University of Technology,9.8–18.9,Japan,2388,11,89,263,2125
1144,Nagoya Institute of Technology,9.8–18.9,Japan,5637,14,86,789,4848
1145,University of Nairobi,9.8–18.9,Kenya,72466,36,64,26088,46378
1146,Nara Medical University,9.8–18.9,Japan,1202,48,52,577,625
1147,Naresuan University,9.8–18.9,Thailand,23232,66,34,15333,7899
1148,National Changhua University of Education,9.8–18.9,Taiwan,8124,53,47,4306,3818
1149,National Chiayi University,9.8–18.9,Taiwan,12537,48,52,6018,6519
1150,National Chung Cheng University,9.8–18.9,Taiwan,14278,37,63,5283,8995
1151,National University of Colombia,9.8–18.9,Colombia,51844,38,62,19701,32143
1152,National University of Córdoba,9.8–18.9,Argentina,64491,63,37,40629,23862
1153,National University of Kaohsiung,9.8–18.9,Taiwan,5599,41,59,2296,3303
1154,National University of La Plata,9.8–18.9,Argentina,118688,56,44,66465,52223
1155,National Polytechnic University (IPN),9.8–18.9,Mexico,178492,38,62,67827,110665
1156,National Research University of Electronic Technology (MIET),9.8–18.9,Russian Federation,4197,31,69,1301,2896
1157,National Research Saratov State University,9.8–18.9,Russian Federation,8756,60,40,5254,3502
1158,National University of the South,9.8–18.9,Argentina,20325,58,42,11788,8536
1159,Nicolaus Copernicus University in Toruń,9.8–18.9,Poland,23670,69,31,16332,7338
1160,University of Nigeria Nsukka,9.8–18.9,Nigeria,32429,48,52,15566,16863
1161,North China Electric Power University,9.8–18.9,China,30412,35,65,10644,19768
1162,Ochanomizu University,9.8–18.9,Japan,2947,100,0,2947,0
1163,Oita University,9.8–18.9,Japan,5682,37,63,2102,3580
1164,Ondokuz Mayis University,9.8–18.9,Turkey,33790,52,48,17571,16219
1165,Osaka Prefecture University,9.8–18.9,Japan,7794,36,64,2806,4988
1166,University of Pardubice,9.8–18.9,Czech Republic,7807,55,45,4294,3513
1167,Perm National Research Polytechnic University,9.8–18.9,Russian Federation,9509,38,62,3613,5896
1168,Perm State University,9.8–18.9,Russian Federation,12452,65,35,8094,4358
1169,Pirogov Russian National Research Medical University,9.8–18.9,Russian Federation,8608,73,27,6284,2324
1170,PMAS Arid Agriculture University Rawalpindi,9.8–18.9,Pakistan,10919,39,61,4258,6661
1171,Pontifical Bolivarian University (UPB) – Medellín,9.8–18.9,Colombia,13748,56,44,7699,6049
1172,Pontifical Catholic University of Paraná,9.8–18.9,Brazil,25198,52,48,13103,12095
1173,Pontifical Catholic University of Valparaíso,9.8–18.9,Chile,15165,43,57,6521,8644
1174,Prince of Songkla University,9.8–18.9,Thailand,41469,69,31,28614,12855
1175,PSG College of Technology,9.8–18.9,India,8283,38,62,3148,5135
1176,Rio de Janeiro State University (UERJ),9.8–18.9,Brazil,22918,57,43,13063,9855
1177,Ritsumeikan University,9.8–18.9,Japan,32739,36,64,11786,20953
1178,University of the Ryukyus,9.8–18.9,Japan,8184,38,62,3110,5074
1179,Saga University,9.8–18.9,Japan,6994,38,62,2658,4336
1180,Saitama Medical University,9.8–18.9,Japan,1889,52,48,982,907
1181,"University of Santiago, Chile (USACH)",9.8–18.9,Chile,24606,40,60,9842,14764
1182,SASTRA University,9.8–18.9,India,12997,50,50,6498,6498
1183,Sathyabama Institute of Science and Technology,9.8–18.9,India,15886,48,52,7625,8261
1184,University of Sciences and Technology Houari Boumediene,9.8–18.9,Algeria,35418,0,0,0,0
1185,Sechenov University,9.8–18.9,Russian Federation,15320,79,21,12103,3217
1186,Seoul National University of Science and Technology (SeoulTech),9.8–18.9,South Korea,12407,34,66,4218,8189
1187,Sepuluh Nopember Institute of Technology,9.8–18.9,Indonesia,16712,40,60,6685,10027
1188,Shahid Bahonar University of Kerman,9.8–18.9,Iran,14635,56,44,8196,6439
1189,Shahrood University of Technology,9.8–18.9,Iran,8453,46,54,3888,4565
1190,Shanghai Maritime University,9.8–18.9,China,23281,40,60,9312,13969
1191,Shibaura Institute of Technology Tokyo,9.8–18.9,Japan,7287,19,81,1385,5902
1192,Shimane University,9.8–18.9,Japan,6125,36,64,2205,3920
1193,Shizuoka University,9.8–18.9,Japan,9932,29,71,2880,7052
1194,University of Shizuoka,9.8–18.9,Japan,2937,60,40,1762,1175
1195,Showa University,9.8–18.9,Japan,3650,58,42,2117,1533
1196,Siberian Federal University,9.8–18.9,Russian Federation,26705,50,50,13352,13352
1197,University of Silesia in Katowice,9.8–18.9,Poland,25546,67,33,17116,8430
1198,Simón Bolívar University,9.8–18.9,Venezuela,11040,44,56,4858,6182
1199,University of the Sinos Valley,9.8–18.9,Brazil,13475,52,48,7007,6468
1200,Slovak University of Technology in Bratislava,9.8–18.9,Slovakia,14579,34,66,4957,9622
1201,Sofia University,9.8–18.9,Bulgaria,23029,65,35,14969,8060
1202,University of Sonora,9.8–18.9,Mexico,29921,53,47,15858,14063
1203,Sophia University,9.8–18.9,Japan,13281,54,46,7172,6109
1204,University of South Africa,9.8–18.9,South Africa,163520,67,33,109558,53962
1205,University of South China,9.8–18.9,China,21927,44,56,9648,12279
1206,Southern Federal University,9.8–18.9,Russian Federation,17627,51,49,8990,8637
1207,University of Southern Mississippi,9.8–18.9,United States,13562,64,36,8680,4882
1208,South Valley University,9.8–18.9,Egypt,46462,62,38,28806,17656
1209,Southwest Jiaotong University,9.8–18.9,China,36351,25,75,9088,27263
1210,Srinakharinwirot University,9.8–18.9,Thailand,23105,66,34,15249,7856
1211,SRM Institute of Science and Technology,9.8–18.9,India,47375,21,79,9949,37426
1212,State University of Maringá,9.8–18.9,Brazil,20522,55,45,11287,9235
1213,State University of Ponta Grossa,9.8–18.9,Brazil,10378,57,43,5915,4463
1214,Western Paraná State University (Unioeste),9.8–18.9,Brazil,10919,59,41,6442,4477
1215,St Petersburg Electrotechnical University (LETI),9.8–18.9,Russian Federation,8418,30,70,2525,5893
1216,Tamil Nadu Agricultural University,9.8–18.9,India,5893,62,38,3654,2239
1217,Tamkang University,9.8–18.9,Taiwan,27041,48,52,12980,14061
1218,University of Tarapacá,9.8–18.9,Chile,8857,54,46,4783,4074
1219,Taras Shevchenko National University of Kyiv,9.8–18.9,Ukraine,22400,57,43,12768,9632
1220,Technical University of Košice,9.8–18.9,Slovakia,9013,29,71,2614,6399
1221,Technical University of Liberec,9.8–18.9,Czech Republic,5706,55,45,3138,2568
1222,Universiti Teknologi MARA,9.8–18.9,Malaysia,54418,66,34,35916,18502
1223,Thammasat University,9.8–18.9,Thailand,33023,63,37,20804,12219
1224,University of Tlemcen,9.8–18.9,Algeria,44100,72,28,31752,12348
1225,TOBB University of Economics and Technology,9.8–18.9,Turkey,5474,46,54,2518,2956
1226,Tokai University,9.8–18.9,Japan,30070,26,74,7818,22252
1227,Tokyo University of Agriculture,9.8–18.9,Japan,12145,41,59,4979,7166
1228,Tokyo City University,9.8–18.9,Japan,7760,23,77,1785,5975
1229,Tokyo Denki University,9.8–18.9,Japan,9315,11,89,1025,8290
1230,Tokyo University of Marine Science and Technology,9.8–18.9,Japan,2686,33,67,886,1800
1231,Tomas Bata University in Zlín,9.8–18.9,Czech Republic,8804,59,41,5194,3610
1232,Tottori University,9.8–18.9,Japan,6094,36,64,2194,3900
1233,University of Toyama,9.8–18.9,Japan,9289,40,60,3716,5573
1234,Toyo University,9.8–18.9,Japan,30484,41,59,12498,17986
1235,University of Tunis El Manar,9.8–18.9,Tunisia,34455,67,33,23085,11370
1236,Université Hassan II de Casablanca,9.8–18.9,Morocco,100095,53,47,53050,47045
1237,Universiti Malaysia Sarawak (UNIMAS),9.8–18.9,Malaysia,15426,65,35,10027,5399
1238,Ural Federal University,9.8–18.9,Russian Federation,24406,49,51,11959,12447
1239,Urmia University,9.8–18.9,Iran,13569,50,50,6784,6784
1240,Utsunomiya University,9.8–18.9,Japan,4989,37,63,1846,3143
1241,University of Valparaíso,9.8–18.9,Chile,16535,57,43,9425,7110
1242,University of Veracruz,9.8–18.9,Mexico,61886,53,47,32800,29086
1243,"University of Veterinary and Animal Sciences, Lahore",9.8–18.9,Pakistan,5255,47,53,2470,2785
1244,V.N. Karazin Kharkiv National University,9.8–18.9,Ukraine,16069,55,45,8838,7231
1245,Volgograd State Technical University,9.8–18.9,Russian Federation,13061,39,61,5094,7967
1246,Voronezh State University,9.8–18.9,Russian Federation,15490,57,43,8829,6661
1247,VŠB - Technical University of Ostrava,9.8–18.9,Czech Republic,14835,36,64,5341,9494
1248,University of West Bohemia,9.8–18.9,Czech Republic,11984,52,48,6232,5752
1249,West University of Timişoara,9.8–18.9,Romania,14189,64,36,9081,5108
1250,Wrocław University of Science and Technology,9.8–18.9,Poland,34819,33,67,11490,23329
1251,Yamaguchi University,9.8–18.9,Japan,10569,36,64,3805,6764
1252,Yanshan University,9.8–18.9,China,32183,39,61,12551,19632
1253,Yarmouk University,9.8–18.9,Jordan,35320,61,39,21545,13775
1254,Yazd University,9.8–18.9,Iran,13635,57,43,7772,5863
1255,Yeditepe University,9.8–18.9,Turkey,19705,55,45,10838,8867
1256,Yuan Ze University,9.8–18.9,Taiwan,8186,42,58,3438,4748
1257,Zagazig University,9.8–18.9,Egypt,135036,51,49,68868,66168
1258,University of Zanjan,9.8–18.9,Iran,10606,55,45,5833,4773
