REG_CUSER,REG_SNO,AIR_TYPE,AIR_BUILD_DATE,AIR_AGE,REG_DATE,AIR_LIMIT_MAN,AIR_FLY_WEIGHT,REG_JANG,PROC_TYPE,PRJ_GBN
대한항공,HL7532,B777-300,1998-08-13,20,1999-08-12,338,272.97ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7533,B777-300,1998-10-21,20,1999-08-12,338,272.97ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7554,A330-300,1999-01-04,20,1999-08-30,276,215.28ton,김포공항,구매,국제항공운송사업
대한항공,HL7534,B777-300,1998-01-04,21,1999-12-28,338,272.97ton,인천국제공항,구매,국제항공운송사업
동광지엔티,HL1076,TU-206G,1983-11-18,35,2004-08-25,6,1.633ton,김포공항,구매,항공기사용사업
동광지엔티,HL1277,T-206H,2002-05-22,17,2018-05-28,6,1710kg,김포공항,구매,항공기사용사업
문화방송,HL9228,BELL412-EP,1996-11-22,22,1996-11-22,9,5.397ton,김포공항,구매,자가용
미도지리정보,HL1139,T-206H,2010-06-15,9,2011-05-25,6,1723kg,김포공항,구매,항공기사용사업
범아엔지니어링,HL5112,C-208B,2005-05-26,14,2007-08-28,14,3.969ton,김포공항,임차,항공기사용사업
부산광역시,HL9454,BK117B-2,1997-04-23,22,2007-12-06,10,3.35ton,부산시 해운대,구매,자가용
부산광역시,HL9499,AW139,2018-02-06,1,2018-03-30,14,7000kg,부산시 해운대,구매,자가용
비행점검센터,HL7778,HAWKER 750,2011-12-07,7,2013-03-25,8,12247kg,김포공항,구매,자가용
비행점검센터,HL7577,CL-600-2B16,1995-06-13,24,1996-09-05,11,20.460ton,김포공항,구매,자가용
산림청,HL9176,BELL206L-3,1998-03-10,21,2007-11-29,7,1.882ton,충남 청양,구매,자가용
산림청,HL9177,BELL206L-3,1988-04-21,31,2007-11-29,7,1.882ton,경남 함양,구매,자가용
산림청,HL9178,BELL206L-3,1990-06-21,29,2007-11-29,7,1.882ton,충남 청양,구매,자가용
산림청,HL9179,BELL206L-3,1992-03-26,27,2007-11-29,7,1.882ton,경남 양산,구매,자가용
산림청,HL9180,BELL206L-3,1992-03-25,27,2007-11-29,7,1.882ton,경남 함양,구매,자가용
산림청,HL9181,AS-350B2,1992-11-12,26,2007-11-29,6,2.250ton,김포공항,구매,자가용
산림청,HL9183,AS-350B2,1993-02-12,26,2007-11-29,6,2.25ton,강릉,구매,자가용
산림청,HL9184,AS-350B2,2003-09-22,15,2007-11-29,6,2.25ton,울진비행장,구매,자가용
산림청,HL9409,KA-32T,1993-01-30,26,2007-11-29,18,11ton,충남 청양,구매,자가용
산림청,HL9410,KA-32T,1993-01-30,26,2007-11-29,18,11ton,경북안동,구매,자가용
산림청,HL9411,KA-32T,1995-03-02,24,2007-11-29,18,11ton,경남 함양,구매,자가용
산림청,HL9412,KA-32T,2005-03-02,14,2007-11-29,18,11ton,김포공항,구매,자가용
산림청,HL9414,KA-32T,1995-03-27,24,2007-11-29,18,11ton,강원도 원주시 태장동,구매,자가용
산림청,HL9415,KA-32T,1993-04-14,26,2007-11-29,18,11ton,경남 양산,구매,자가용
산림청,HL9416,KA-32T,1996-05-14,23,2007-11-29,18,11ton,경남 함양,구매,자가용
산림청,HL9417,KA-32T,1996-05-13,23,2007-11-29,18,11ton,충북 진천,구매,자가용
산림청,HL9418,KA-32T,1997-09-30,21,2007-11-29,18,11ton,전북 익산,구매,자가용
산림청,HL9419,KA-32T,1997-10-08,21,2007-11-29,18,11ton,김포공항,구매,자가용
산림청,HL9420,KA-32T,1997-10-08,21,2007-11-29,18,11ton,울진비행장,구매,자가용
산림청,HL9421,KA-32T,1997-12-02,21,2007-11-29,18,11ton,강릉,구매,자가용
산림청,HL9422,KA-32T,1997-12-17,21,2007-11-29,18,11ton,경북안동,구매,자가용
산림청,HL9423,KA-32T,1998-09-19,20,2007-11-29,18,11ton,원주,구매,자가용
산림청,HL9424,KA-32T,1999-01-01,20,2007-11-29,18,11ton,전남 영암,구매,자가용
산림청,HL9425,KA-32T,1999-01-06,20,2007-11-29,18,11ton,충남 청양,구매,자가용
산림청,HL9426,KA-32T,1999-09-25,19,2007-11-29,18,11ton,울진비행장,구매,자가용
산림청,HL9427,KA-32T,1999-09-26,19,2007-11-29,18,11ton,충북 진천,구매,자가용
산림청,HL9428,KA-32T,2000-09-20,18,2007-11-29,18,11ton,강릉,구매,자가용
산림청,HL9429,KA-32T,2000-09-29,18,2007-11-29,18,11ton,경남 양산,구매,자가용
산림청,HL9430,KA-32T,2001-10-29,17,2007-11-29,18,11ton,전남 영암,구매,자가용
산림청,HL9431,KA-32T,2001-12-21,17,2007-11-29,18,11ton,원주,구매,자가용
산림청,HL9432,KA-32T,2003-02-16,16,2007-11-29,18,11ton,경북안동,구매,자가용
산림청,HL9433,KA-32T,2003-02-22,16,2007-11-29,18,11ton,전북 익산,구매,자가용
산림청,HL9434,KA-32T,2004-12-05,14,2007-11-29,18,11ton,충북 진천,구매,자가용
산림청,HL9435,KA-32T,2005-10-04,13,2007-11-29,18,11ton,강릉,구매,자가용
산림청,HL9436,KA-32T,2006-03-28,13,2007-11-29,18,11ton,제주도,구매,자가용
산림청,HL9437,KA-32A,2006-11-29,12,2007-11-29,18,11ton,경남 함양,구매,자가용
산림청,HL9442,S-64E,2001-12-19,17,2007-11-29,5,19.051ton,경북안동,구매,자가용
산림청,HL9443,S-64E,2006-08-10,12,2007-11-29,5,64038ton,충북 진천,구매,자가용
산림청,HL9444,S-64E,2007-06-30,11,2007-11-29,5,19.051ton,전북 익산,구매,자가용
산림청,HL9481,KA-32A,2008-12-27,10,2009-01-20,16,11ton,김포공항,구매,자가용
산림청,HL9486,KA-32A,2009-12-10,9,2009-12-28,16,11ton,원주 산림항공관리본부,구매,자가용
산림청,HL9193,AS-350B2,2011-08-17,7,2011-09-26,6,2250kg,김포공항,구매,자가용
산림청,HL9608,BELL412SP,1987-10-31,31,2014-04-29,15,5397kg,원주,구매,자가용
산림청,HL9305,BELL206L-3,1991-04-30,28,2014-06-10,7,1882kg,경남 양산,구매,자가용
산림청,HL9306,BELL206L-3,1991-04-30,28,2014-06-10,7,1882kg,경남 양산,구매,자가용
산림항공본부,HL9632,KUH-1FS,2018-03-26,1,2018-04-05,12,8709kg,전남 영암,구매,자가용
산림항공본부,HL9650,S-64E,2018-06-25,0,2018-10-15,5,19051.2kg,원주,구매,자가용
삼부기술,HL1093,T-206H,2003-03-27,16,2004-12-18,6,1.724ton,김포공항,구매,항공기사용사업
삼성병원,HL9274,EC-155B1,2006-11-13,12,2006-12-14,6,4920kg,김포공항,구매,자가용
삼아항업,HL5116,C-208B,2005-04-07,14,2009-02-10,11,3969kg,김포공항,구매,항공기사용사업
삼주이엔지,HL9198,AS-350B2,1997-07-03,21,2012-01-20,6,2250kg,김해공항,구매,항공기사용사업
삼주이엔지,HL9308,AMT UH1H,1974-09-10,44,2016-07-21,13,4319kg,김해공항,구매,항공기사용사업
새한항업(주),HL5113,C-208B,2002-04-19,17,2007-10-01,11,4111kg,김포공항,구매,항공기사용사업
서**(833),HL1250,C23,1997-12-20,21,2015-10-13,4,1111kg,김포공항,구매,자가용
서**(834),HL1108,M20R,1995-05-27,24,2007-11-29,4,1.528ton,한서대학교 태안비행장,구매,자가용
서광항업(주),HL1113,T-206H,2003-08-20,15,2009-07-17,6,3800lbs,김포공항,구매,항공기사용사업
서울시,HL9186,BELL206L-3,1990-03-30,29,2007-11-23,7,1932kg,김포공항,구매,자가용
서울시,HL9447,AS-365N2,1997-07-10,21,2007-11-23,14,4.25ton,김포공항,구매,자가용
서울시,HL9448,AS-365N2,1999-10-16,19,2007-11-23,14,4.25ton,김포공항,구매,자가용
서울시,HL9639,AW189,2018-09-26,0,2018-12-30,18,8600kg,김포공항,구매,자가용
세진항공,HL9187,BELL206L-3,1991-04-30,28,2007-11-15,7,1882kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9601,BO105 S,1986-02-13,33,2012-09-07,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9602,BO105 S,1971-09-21,47,2013-01-02,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9612,BO105 S,1997-05-09,22,2014-12-11,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9618,BO105 S,1971-09-28,47,2015-12-04,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9641,S-76A,1980-10-22,38,2017-11-13,14,4899kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9642,S-76A,1981-08-21,37,2017-11-13,14,4899kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9630,BO105 S,1994-06-10,25,2017-12-21,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9646,S-76B,1992-01-16,27,2018-10-13,14,5307kg,한서대학교 태안비행장,구매,항공기사용사업
세진항공,HL9647,S-76B,1993-04-27,26,2018-10-15,14,5307kg,한서대학교 태안비행장,구매,항공기사용사업
숭선학원,HL1184,SR20,2003-11-20,15,2014-03-10,4,1361kg,김포공항,구매,항공기사용사업
스타항공,HL9607,MI-2,1984-06-28,35,2013-08-27,9,3550kg,예천군 감천면,임차,항공기사용사업
스페이스,HL5241,PA-31T,1979-01-23,40,2018-09-11,7,9000lbs,김포공항,구매,항공기사용사업
신한항업,HL5117,C-208B,2005-04-18,14,2009-07-17,11,3.969ton,김포공항,구매,항공기사용사업
써니항공,HL1157,C-172R,1998-06-24,21,2012-02-03,4,2450lbs,무안공항,구매,항공기사용사업
써니항공,HL2043,DA 42,2007-11-01,11,2015-07-14,4,1785kg,김포공항,구매,항공기사용사업
써니항공,HL1249,C-172S,2006-10-23,12,2016-09-02,4,2550lbs,김포공항,구매,항공기사용사업
써니항공,HL2024,PA31-350,1978-06-20,41,1995-12-21,10,3.175ton,김포공항,구매,항공기사용사업
씨러스에비에이션,HL1263,SR22,2016-11-03,2,2016-12-12,4,1542kg,김포공항,구매,항공기사용사업
씨에이엠,HL1278,LAKE 250,1988-11-17,30,2018-01-12,6,3140lbs,김포공항,구매,자가용
씨웨스트항공,HL1104,Z142,1985-03-15,34,2007-05-29,2,1.09ton,한서대학교 태안비행장,구매,항공기사용사업
아리울항공교육원(유),HL1121,C-152,1978-08-14,40,2010-01-07,2,1670lbs,강원도 양양,구매,항공기사용사업
아세아항측,HL5114,C-208B,2007-07-19,11,2007-10-25,14,8750lbs,김포공항,구매,항공기사용사업
아시아나항공,HL7594,A321-100,2000-11-02,18,2000-11-15,200,78.0ton,대구공항,임차,국제항공운송사업
아시아나항공,HL7703,A321-100,2001-05-10,18,2001-06-13,200,78.0ton,광주공항,임차,국제항공운송사업
아시아나항공,HL7436,B747-400F,2002-05-01,17,2002-05-23,8,394.6ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7700,B777-200,2002-05-08,17,2002-05-24,294,293.9ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7732,B777-200,2004-05-20,15,2004-05-27,294,293.9ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL7736,A330-300,2004-11-10,14,2004-12-20,290,230ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7737,A320-200,2005-03-01,14,2005-03-25,156,75.29ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7738,A320-200,2005-05-27,14,2005-06-24,156,75.29ton,김해공항,임차,국제항공운송사업
아시아나항공,HL7740,A330-300,2005-05-31,14,2005-07-13,290,230ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7739,B777-200,2005-07-12,13,2005-08-04,295,286.9ton,인천국제공항,구매,국제항공운송사업
아시아나항공,HL7741,A330-300,2005-11-12,13,2005-12-12,290,230ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL7746,A330-300,2006-06-02,13,2006-07-12,290,176ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7747,A330-300,2006-11-15,12,2006-12-18,290,230ton,김해공항,임차,국제항공운송사업
아시아나항공,HL7755,B777-200,2007-06-14,12,2007-06-28,295,286.9ton,제주국제공항,임구,국제항공운송사업
아시아나항공,HL7754,A330-300,2007-06-20,12,2007-07-11,290,195ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7756,B777-200,2007-08-20,11,2007-08-28,295,286.9ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7769,A320-200,2008-02-22,11,2008-03-17,156,75.5ton,광주공항,임차,국제항공운송사업
아시아나항공,HL7772,A320-200,2008-04-11,11,2008-05-06,156,75.5ton,김해공항,임차,국제항공운송사업
아시아나항공,HL7773,A320-200,2008-04-30,11,2008-05-26,156,75.5ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL7776,A320-200,2008-09-23,10,2008-10-10,156,75.5ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7775,B777-200,2008-11-14,10,2008-11-25,262,297.6ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7792,A330-300,2009-03-05,10,2009-04-23,290,195ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7788,A320-200,2009-04-03,10,2009-04-30,156,75.5ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7793,A330-300,2009-09-10,9,2009-10-27,290,195ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL7791,B777-200,2010-03-08,9,2010-03-29,262,297.6ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7794,A330-300,2010-08-31,8,2010-09-27,275,233ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7616,B747-400F,2004-09-17,14,2010-12-17,8,397ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8236,A321-200,2000-02-22,19,2011-01-31,195,89ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7795,A330-300,2011-02-25,8,2011-03-23,275,233ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL8256,A321-200,2012-05-18,7,2012-05-25,171,89ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL7620,B747-400(BDSF),1999-09-07,19,2012-06-28,8,397ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8257,A321-200,2012-06-23,6,2012-06-30,171,89ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL8258,A330-300,2012-06-11,7,2012-07-03,275,235ton,광주공항,임차,국제항공운송사업
아시아나항공,HL8254,B777-200,2012-06-19,7,2012-07-18,246,297.6ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL7618,B747-400(BDSF),1992-05-30,27,2012-08-20,6,397ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8259,A330-300,2012-07-24,6,2012-09-12,275,235ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8265,A321-200,2012-08-27,6,2012-09-12,171,89ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8267,A321-200,2012-12-06,6,2012-12-13,171,89ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8277,A321-200,2013-01-30,6,2013-02-06,171,89ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8278,A321-200,2013-02-22,6,2013-03-11,171,89ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL8279,A321-200,2013-05-21,6,2013-06-03,171,89ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8282,A330-300,2013-06-24,5,2013-07-15,290,230ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8284,B777-200,2013-07-17,5,2013-07-26,246,297.6ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8286,A330-300,2013-10-22,5,2013-11-13,290,230ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8293,A330-300,2014-03-28,5,2014-04-17,290,230ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7625,A380-800,2013-12-13,5,2014-05-28,495,569ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL7626,A380-800,2014-02-25,5,2014-07-24,495,569ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL8004,A321-200,2014-09-26,4,2014-10-01,171,89ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL8018,A321-200,2014-12-17,4,2014-12-22,171,89ton,제주국제공항,임차,국제항공운송사업
아시아나항공,HL7634,A380-800,2014-12-17,4,2015-05-07,495,569ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL7635,A380-800,2015-02-10,4,2015-06-08,495,569ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL8038,A321-200,2015-09-08,3,2015-09-17,171,89ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8039,A321-200,2015-10-01,3,2015-10-07,171,89ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8059,A321-200,2016-04-08,3,2016-04-18,171,89ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8060,A321-200,2016-05-20,3,2016-05-30,171,89.0ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8071,A321-200,2016-08-09,2,2016-08-17,171,89.0ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7640,A380-800,2016-05-17,3,2016-10-25,495,569ton,김포공항,임구,국제항공운송사업
아시아나항공,HL8074,A321-200,2016-12-05,2,2016-12-08,171,89ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7641,A380-800,2016-08-10,2,2016-12-22,495,569ton,인천국제공항,임구,국제항공운송사업
아시아나항공,HL8078,A350-900,2017-03-28,2,2017-04-24,311,268ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8079,A350-900,2017-06-29,1,2017-07-19,311,268ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7578,A350-900,2017-09-05,1,2017-09-26,311,268ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7579,A350-900,2017-12-06,1,2017-12-27,311,268ton,김포공항,임차,국제항공운송사업
아시아나항공,HL7771,A350-900,2018-02-19,1,2018-04-10,311,275ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8308,A350-900,2018-06-11,1,2018-07-03,311,275ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL8359,A350-900,2019-02-20,0,2019-04-01,311,275ton,김포공항,임차,국제항공운송사업
아시아나항공,HL8360,A350-900,2019-02-20,0,2019-04-16,311,275ton,인천국제공항,임차,국제항공운송사업
아시아나항공,HL7413,B747-400SF,1991-09-27,27,1991-11-01,8,394.6ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7414,B747-400SF,1991-12-05,27,1992-01-07,8,394.6ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7415,B747-400SF,1992-10-30,26,1992-12-03,8,396.8ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7417,B747-400F,1993-11-08,25,1993-12-03,8,394.6ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7247,B767-300,1993-11-02,25,1994-01-31,250,156.4ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7418,B747-400,1994-06-23,25,1994-09-22,359,394.6ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7419,B747-400F,1994-10-13,24,1994-11-04,8,394.6ton,김해공항,구매,국제항공운송사업
아시아나항공,HL7420,B747-400F,1995-06-14,24,1995-06-27,8,394.6ton,인천국제공항,구매,국제항공운송사업
아시아나항공,HL7248,B767-300,1995-06-07,24,1995-07-12,250,163.29ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7421,B747-400,1996-08-07,22,1996-08-16,264,394.6ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7507,B767-300F,1996-08-02,22,1996-08-23,6,186.8ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7506,B767-300,1996-12-07,22,1996-12-19,250,156.4ton,김해공항,임구,국제항공운송사업
아시아나항공,HL7514,B767-300,1997-04-14,22,1997-04-22,250,156.4ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7515,B767-300,1997-04-22,22,1997-05-23,250,156.4ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7423,B747-400,1997-05-22,22,1997-05-30,264,394.6ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7516,B767-300,1997-07-15,21,1997-07-17,250,156.4ton,김포공항,임구,국제항공운송사업
아시아나항공,HL7428,B747-400,1998-05-29,21,1999-06-18,359,394.6ton,김포공항,구매,국제항공운송사업
아시아나항공,HL7528,B767-300,1998-03-12,21,1999-09-30,250,156.4ton,광주공항,구매,국제항공운송사업
아시아조종사교육원,HL1191,C-172S,2002-04-11,17,2013-12-12,4,2550lbs,양양국제공항,구매,항공기사용사업
안**(1082),HL6141,R-44Ⅱ,2004-06-04,15,2004-09-13,4,1139kg,김포공항,구매,자가용
에스엔케이,HL5109,AT-502,1996-10-15,22,1996-12-24,1,4.263ton,김포공항,구매,항공기사용사업
에스오씨항공비행교육,HL1154,C-172P,1980-11-13,38,2012-01-06,4,2400lbs,김포공항,구매,항공기사용사업
에스오씨항공비행교육,HL1166,C-152,1997-08-19,21,2013-03-27,2,1670lbs,김포공항,구매,항공기사용사업
에스오씨항공비행교육,HL1239,C-172R,1998-10-05,20,2015-06-29,4,2450lbs,양양공항,구매,항공기사용사업
에스오씨항공비행교육,HL1279,LIBERTY XL-2,2008-07-29,10,2018-06-28,2,749.8kg,양양국제공항,구매,자가용
에어로피스,HL9286,BELL214ST,1984-05-25,35,2004-07-15,20,7.938ton,김포산업단지,임차,항공기사용사업
에어로피스,HL9170,AS-350B2,1994-01-17,25,2005-10-25,5,2250kg,김포산업단지,구매,항공기사용사업
에어로피스,HL9275,S-61N,1974-11-14,44,2006-10-30,39,9.299ton,김포산업단지,구매,항공기사용사업
에어로피스,HL9297,S-61N,1974-11-14,44,2006-10-30,39,9.979ton,김포산업단지,구매,항공기사용사업
에어로피스,HL9478,S-61N,1980-11-14,38,2008-11-14,39,9.977ton,김포산업단지,임차,항공기사용사업
에어로피스,HL9484,S-61N,1974-03-28,45,2009-11-06,39,9.299ton,김포산업단지,임차,항공기사용사업
에어로피스,HL9620,AS-365N2,1997-10-02,21,2016-12-02,13,4250kg,김포산업단지,구매,항공기사용사업
에어로피스,HL9243,BK117B-1,1989-09-19,29,1990-05-07,10,3.35ton,김포산업단지,임차,항공기사용사업
에어로피스,HL9135,MD-500N,1992-09-09,26,1996-11-25,5,1.52ton,김포산업단지,임차,항공기사용사업
에어부산,HL7711,A321-200,2001-11-27,17,2002-01-15,177,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7713,A321-200,2002-04-25,17,2002-05-17,195,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7722,A321-200,2003-08-22,15,2003-11-03,177,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7723,A321-200,2003-10-13,15,2003-11-17,177,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7729,A321-200,2004-01-08,15,2004-01-29,195,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7730,A321-200,2004-04-20,15,2004-05-14,195,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7731,A321-200,2004-06-01,15,2004-06-25,195,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7735,A321-200,2004-08-30,14,2004-09-17,195,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7744,A320-200,2006-05-30,13,2006-06-23,162,73.5ton,김해공항,임차,국제항공운송사업
에어부산,HL7745,A320-200,2006-06-29,12,2006-07-25,162,73.5ton,김해공항,임차,국제항공운송사업
에어부산,HL7753,A320-200,2006-10-19,12,2006-11-13,162,75.5ton,김해공항,임차,국제항공운송사업
에어부산,HL7761,A321-200,2000-05-09,19,2007-08-04,191,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL7763,A321-200,2007-10-30,11,2007-11-13,177,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL8213,A321-200,2003-05-07,16,2011-01-07,195,93ton,김해공항,임차,국제항공운송사업
에어부산,HL7712,A321-200,2002-01-24,17,2011-03-25,177,89.0ton,김해공항,임차,국제항공운송사업
에어부산,HL8055,A320-200,2006-03-14,13,2016-01-15,162,77.4ton,김해공항,임차,국제항공운송사업
에어부산,HL8065,A320-200,2005-04-04,14,2016-06-20,162,77.4ton,김해공항,임차,국제항공운송사업
에어부산,HL8066,A320-200,2005-04-13,14,2016-06-24,162,77.4ton,김해공항,임차,국제항공운송사업
에어부산,HL8072,A321-200,2006-11-02,12,2016-12-01,220,89ton,김해공항,임차,국제항공운송사업
에어부산,HL8073,A321-200,2006-10-26,12,2017-01-26,220,89ton,김해공항,임차,국제항공운송사업
에어부산,HL7210,A321-200,2017-07-12,1,2017-08-11,220,89ton,김해공항,임차,국제항공운송사업
에어부산,HL8099,A321-200,2017-10-20,1,2017-10-30,220,89ton,김해공항,임차,국제항공운송사업
에어부산,HL7211,A321-200,2017-10-11,1,2017-11-13,220,89ton,김해공항,임차,국제항공운송사업
에어부산,HL8309,A320-200,2012-01-12,7,2018-06-29,180,77ton,김해공항,임차,국제항공운송사업
에어부산,HL8328,A320-200,2012-02-17,7,2018-08-02,180,77ton,김해공항,임차,국제항공운송사업
에어부산,HL8365,A321-200,2009-04-20,10,2019-05-08,220,93ton,김해공항,임차,국제항공운송사업
에어서울,HL7789,A321-200,2009-11-19,9,2009-12-01,171,89ton,인천국제공항,임차,국제항공운송사업
에어서울,HL7790,A321-200,2009-12-14,9,2009-12-22,171,89ton,김포공항,임차,국제항공운송사업
에어서울,HL8255,A321-200,2012-02-02,7,2012-02-14,171,89ton,인천국제공항,임차,국제항공운송사업
에어서울,HL8266,A321-200,2012-10-16,6,2012-11-06,171,89ton,인천국제공항,임차,국제항공운송사업
에어서울,HL8280,A321-200,2013-09-02,5,2013-09-12,171,89ton,김포공항,임차,국제항공운송사업
에어서울,HL8281,A321-200,2013-09-18,5,2013-10-01,171,89ton,김포공항,임차,국제항공운송사업
에어서울,HL7212,A321-200,2017-11-23,1,2017-12-18,220,89ton,인천국제공항,임차,국제항공운송사업
에어인천,HL8271,B737-400,1991-06-14,28,2013-02-08,8,64636kg,인천국제공항,임차,국제항공운송사업
에어인천,HL8319,B767-300,1992-07-01,26,2018-04-05,6,412000lbs,인천국제공항,임차,국제항공운송사업
에어팰리스,HL9142,AS-350B2,1992-02-28,27,2000-05-13,6,2250kg,김포공항,구매,항공기사용사업
에어팰리스,HL9155,AS-350B2,2001-04-23,18,2003-01-09,6,2250kg,김포공항,구매,항공기사용사업
에어팰리스,HL9490,S-61N,1969-05-26,50,2010-06-30,25,20500lbs,김포공항,구매,항공기사용사업
에어팰리스,HL9645,S-61N,1975-02-28,44,2017-12-19,28,22000lbs,김포공항,구매,항공기사용사업
에어팰리스,HL9312,AS-350B2,1992-12-10,26,2018-11-20,6,2250kg,김포공항,구매,항공기사용사업
에어팰리스,HL9651,S-61N,1977-04-13,42,2018-11-22,28,20500lbs,김포공항,구매,항공기사용사업
에어팰리스,HL9214,BK117B-1,1994-08-16,24,1995-08-02,10,3.2ton,김포공항,구매,자가용
에어포항,HL8298,CL-600-2B19,2003-08-27,15,2018-01-08,50,23133kg,포항공항,구매,소형항공기운송사업
에어필립,HL8310,EMB-145EP,2001-04-11,18,2018-01-30,50,20990kg,무안공항,임차,소형항공기운송사업
에어필립,HL8320,EMB-145LR,2000-09-04,18,2018-10-01,50,22000kg,무안공항,임차,소형항공기운송사업
에어필립,HL8330,EMB-145LR,2018-12-18,0,2018-11-15,50,22000kg,무안공항,임차,소형항공기운송사업
에이스항공,HL5234,L410UVP-E20,2007-09-22,11,2007-12-04,21,6.6ton,김해공항,구매,자가용
에이스항공,HL9402,SW-4,2005-05-27,14,2008-02-26,5,1.8ton,김포공항,구매,자가용
엔에프에어 주식회사,HL1217,T-206H,2013-04-04,6,2015-04-07,6,3792lbs,제천,구매,항공기사용사업
오**(1172),HL1276,C-152,1982-09-02,36,2017-08-14,2,1670lbs,전남 영암군,구매,자가용
